,complex,feature1,feature2,ans
356,2.1719703295757293+1.2692762285081192j,2.17197033,1.269276229,-0.000287741
357,0.9871097488583082+0.3274215742299681j,0.987109749,0.327421574,-0.001385424
358,0.12802426217443275+1.355993194630787j,0.128024262,1.355993195,0.001222631
359,1.8273012548110823+1.0526666095860007j,1.827301255,1.05266661,-0.000330517
360,1.5621834982686418+1.2238140303430862j,1.562183498,1.22381403,-0.000169422
361,1.0635899051750446+2.3536981107038697j,1.063589905,2.353698111,0.000382974
362,2.455799018202471+2.0373476222774642j,2.455799018,2.037347622,-9.52E-05
363,1.9281907531887539+1.988690904386665j,1.928190753,1.988690904,1.71E-05
364,1.360278311076056+1.0342648322221173j,1.360278311,1.034264832,-0.000223277
365,1.9867091957007472+1.2975794703340289j,1.986709196,1.29757947,-0.000244578
366,0.7634588980726166+0.8810647637592384j,0.763458898,0.881064764,0.000322339
367,2.52498264239963+2.886741240194961j,2.524982642,2.88674124,6.37E-05
368,2.082742922559405+2.2825001660358524j,2.082742923,2.282500166,4.78E-05
369,0.17390659496614136+0.3290240782386403j,0.173906595,0.329024078,0.000308675
370,2.936849212817113+2.6166300305560117j,2.936849213,2.616630031,-5.45E-05
371,2.6843546362972397+2.43628928583943j,2.684354636,2.436289286,-4.72E-05
372,1.1040127276960843+2.6457391612718877j,1.104012728,2.645739161,0.000389632
373,0.24740475321634858+1.7188361244877792j,0.247404753,1.718836124,0.000893589
374,1.0233361790309226+2.7680025180239287j,1.023336179,2.768002518,0.000418461
375,2.7038198005243297+2.1183331314439213j,2.703819801,2.118333131,-0.000119751
376,1.37763494596233+1.2945934122234202j,1.377634946,1.294593412,-4.66E-05
377,1.6594750868479058+1.9572019490177521j,1.659475087,1.957201949,9.48E-05
378,0.005146437722231667+1.1629485467258127j,0.005146438,1.162948547,0.001421487
379,0.09842811309140065+2.9774751691042036j,0.098428113,2.977475169,0.000678144
380,0.20476377454091466+1.5417614769042727j,0.204763775,1.541761477,0.001030525
381,0.8166577212109366+0.7806662510209429j,0.816657721,0.780666251,-0.00013687
382,1.6409374902832465+2.7755575620788737j,1.64093749,2.775557562,0.000250024
383,2.687200705975787+2.416168708128895j,2.687200706,2.416168708,-5.18E-05
384,2.7629485022063167+0.2043669273430344j,2.762948502,0.204366927,-0.000647665
385,0.4754356846089187+0.3102085764369561j,0.475435685,0.310208576,-0.000467745
386,0.9127568000499688+1.0022636473118793j,0.9127568,1.002263647,0.000124572
387,2.1967547390269533+2.5925557981268734j,2.196754739,2.592555798,8.24E-05
388,2.9131712666761826+1.6516345874787017j,2.913171267,1.651634587,-0.000262896
389,1.159874612601425+2.7807035790926444j,1.159874613,2.780703579,0.000381903
390,2.8616298318994273+0.41287881812894567j,2.861629832,0.412878818,-0.000563131
391,1.550555598859552+1.7218050481823388j,1.550555599,1.721805048,6.49E-05
392,0.6708931547629932+2.002625323941393j,0.670893155,2.002625324,0.000513908
393,2.352387988752838+0.8382472926288863j,2.352387989,0.838247293,-0.000458794
394,2.5004764239186086+0.15231278177343088j,2.500476424,0.152312782,-0.000729853
395,2.285534121500877+1.4507010967363883j,2.285534122,1.450701097,-0.000239296
396,0.03915364412413347+1.167369370409372j,0.039153644,1.16736937,0.001405464
397,1.4778511771344387+2.7657291895210125j,1.477851177,2.76572919,0.000293001
398,1.9154974721098+1.0900881413189873j,1.915497472,1.090088141,-0.000325683
399,1.1625526031140416+2.9291413500502648j,1.162552603,2.92914135,0.00038949
400,0.19001995268619432+0.26572252274566954j,0.190019953,0.265722523,0.000144834
401,2.3723865898764225+1.9931248289378614j,2.37238659,1.993124829,-9.01E-05
402,1.4201153972813945+0.03676047357980805j,1.420115397,0.036760474,-0.001246079
403,1.4481473805553473+0.22835713275141234j,1.448147381,0.228357133,-0.001065968
404,0.7471191511387665+2.443868915302307j,0.747119151,2.443868915,0.00048845
405,0.5103584356762483+2.7687080676866302j,0.510358436,2.768708068,0.000545321
406,1.0503275026351324+1.6909054044286382j,1.050327503,1.690905404,0.000307523
407,1.9410573646816398+0.8361219677753736j,1.941057365,0.836121968,-0.000445431
408,1.2602805035007232+0.2136409992727133j,1.260280504,0.213640999,-0.001222454
409,0.18342611893701766+0.22755026546112234j,0.183426119,0.227550265,8.08E-05
410,0.3814882859160361+0.7764622500414803j,0.381488286,0.77646225,0.001529598
411,1.6695375463610147+2.067755197821756j,1.669537546,2.067755198,0.000119503
412,2.4501103664799055+1.6320450798465138j,2.450110366,1.63204508,-0.000207341
413,2.1718236889508864+2.1379050622237306j,2.171823689,2.137905062,-8.28E-06
414,2.557879859061497+1.2703932433268026j,2.557879859,1.270393243,-0.000332827
415,1.2626512910343077+0.24234645825880696j,1.262651291,0.242346458,-0.001192628
416,2.2780846552729326+0.5960855058723878j,2.278084655,0.596085506,-0.000534111
417,1.6787519793110357+0.7174655967745884j,1.678751979,0.717465597,-0.000494818
418,2.3493878177990135+0.6475783699280984j,2.349387818,0.64757837,-0.000517888
419,1.1211393023651626+1.928937494841965j,1.121139302,1.928937495,0.000313188
420,1.1016066351898912+1.0532930820636088j,1.101606635,1.053293082,-4.61E-05
421,2.0624516352114823+2.6648694422416357j,2.062451635,2.664869442,0.000126524
422,1.0737097469462449+2.6918652796069837j,1.073709747,2.69186528,0.000400944
423,0.5295965756867643+2.3629353855034427j,0.529596576,2.362935386,0.000550548
424,2.4273414278846968+1.2513212817648218j,2.427341428,1.251321282,-0.000325978
425,1.4101513757112432+0.3139815950271j,1.410151376,0.313981595,-0.0009939
426,1.1704643651907343+2.5003063593864923j,1.170464365,2.500306359,0.000359091
427,1.0552539108459467+2.5320455791971983j,1.055253911,2.532045579,0.000397532
428,0.08749559238805327+1.98562212755058j,0.087495592,1.985622128,0.000924112
429,2.7982226524455007+2.0594789211707853j,2.798222652,2.059478921,-0.000148352
430,0.004434152918739609+2.888789976359853j,0.004434153,2.888789976,0.000745365
431,1.0085397901337312+0.06915043694203327j,1.00853979,0.069150437,-0.001484472
432,1.133286316791715+2.6432356371773427j,1.133286317,2.643235637,0.000380902
433,0.15062719964867943+0.40399515016725673j,0.1506272,0.40399515,0.000520075
434,1.4536432410996627+1.6150211420670257j,1.453643241,1.615021142,6.87E-05
435,2.939041010166469+0.8973694603300875j,2.93904101,0.89736946,-0.0004558
436,1.347787158635497+2.0816859907881278j,1.347787159,2.081685991,0.000242035
437,1.8917448416561458+2.783195172563062j,1.891744842,2.783195173,0.000186509
438,2.5154963980480596+1.0717100150782803j,2.515496398,1.071710015,-0.000391403
439,0.4892126497524596+2.6457289617140196j,0.48921265,2.645728962,0.000552804
440,2.488384160583775+2.444637097763682j,2.488384161,2.444637098,-8.79E-06
441,1.2943574402752334+1.1576256320154192j,1.29435744,1.157625632,-9.24E-05
442,2.510507011345344+2.149525343932342j,2.510507011,2.149525344,-7.82E-05
443,0.9668825766046473+1.5552008583123094j,0.966882577,1.555200858,0.000331799
444,1.6022446149180758+0.11880129412134299j,1.602244615,0.118801294,-0.001074542
445,0.16976199866068598+2.5570591478294844j,0.169761999,2.557059148,0.000706438
446,1.064754921334812+1.0944013696005372j,1.064754921,1.09440137,2.81E-05
447,1.056420127195063+0.06508185593695814j,1.056420127,0.065081856,-0.001461066
448,2.942672733903548+2.9187547075910323j,2.942672734,2.918754708,-3.80E-06
449,1.6934910771638738+0.7364756876516819j,1.693491077,0.736475688,-0.000485072
450,0.0933952996410623+1.8616826646282874j,0.0933953,1.861682665,0.00096892
451,0.027845456733789353+2.3780333197771193j,0.027845457,2.37803332,0.000842761
452,0.011243358584177132+2.395097037248362j,0.011243359,2.395097037,0.000849013
453,1.0624606003021615+1.3074971494087024j,1.0624606,1.307497149,0.000175729
454,2.1032453590136964+1.5176457659943021j,2.103245359,1.517645766,-0.000181424
455,0.18162394922990555+0.8940212244225286j,0.181623949,0.894021224,0.001513866
456,1.9859162399800678+0.9921681416814188j,1.98591624,0.992168142,-0.000379355
457,2.3338704566033464+0.6801833115086562j,2.333870457,0.680183312,-0.000508311
458,2.875427334225476+2.8924498388375266j,2.875427334,2.892449839,2.77E-06
459,1.4481306339985767+2.6358061351015394j,1.448130634,2.635806135,0.000287474
460,1.3537453493397185+2.766146310741898j,1.353745349,2.766146311,0.000327284
461,1.0162575578031685+1.5312925254293175j,1.016257558,1.531292525,0.000292694
462,0.5955330674816486+2.6152438699281815j,0.595533067,2.61524387,0.000528423
463,2.524533626847851+2.1944735813629377j,2.524533627,2.194473581,-7.03E-05
464,1.1792240288608347+1.4751523640836415j,1.179224029,1.475152364,0.000164208
465,0.34126585746316895+2.9028881038052012j,0.341265857,2.902888104,0.000575447
466,2.6190084179415014+1.4128170334506296j,2.619008418,1.412817033,-0.000295991
467,1.2518967456198768+0.26575468520247536j,1.251896746,0.265754685,-0.001177373
468,1.0705664913770436+0.7137233073772615j,1.070566491,0.713723307,-0.000491288
469,0.09514051401391055+1.4453794443246437j,0.095140514,1.445379444,0.001188265
470,2.3163023168295944+1.935608955776262j,2.316302317,1.935608956,-9.40E-05
471,0.31340643595945616+1.1275988183761005j,0.313406436,1.127598818,0.001244277
472,1.5442150308474423+0.4225852870443053j,1.544215031,0.422585287,-0.000766646
473,0.30121963693062437+0.046733756625253586j,0.301219637,0.046733757,-0.000426999
474,2.3101587318901236+1.2897402755368157j,2.310158732,1.289740276,-0.000299206
475,1.191587725704792+0.2500835824218728j,1.191587726,0.250083582,-0.001247586
476,2.2367306371237494+0.6741806175823245j,2.236730637,0.674180618,-0.000510757
477,0.8781009763304457+0.6742659839902178j,0.878100976,0.674265984,-0.000586246
478,0.37649770186029063+1.1941723910600883j,0.376497702,1.194172391,0.001090658
479,2.4364478005871333+0.48180893749536735j,2.436447801,0.481808937,-0.000560499
480,1.482647854336788+2.8134636149045655j,1.482647854,2.813463615,0.000296507
481,1.1253467585941008+2.4583791534121957j,1.125346759,2.458379153,0.000370264
482,2.6572519389180775+1.9231675929644743j,2.657251939,1.923167593,-0.000159739
483,0.747828658229214+1.2041436156266436j,0.747828658,1.204143616,0.000457842
484,2.632021376091783+1.2285753301863704j,2.632021376,1.22857533,-0.000351939
485,2.8260872599406404+1.5363471953012646j,2.82608726,1.536347195,-0.000283457
486,0.4446469895724111+0.2942041317849591j,0.44464699,0.294204132,-0.000400028
487,0.5227338053769804+0.03330409761790465j,0.522733805,0.033304098,-0.000911209
488,1.5475108061111027+1.9067235220807504j,1.547510806,1.906723522,0.000122663
489,2.456324842984947+0.429668842985344j,2.456324843,0.429668843,-0.000572244
490,2.5027249982012285+1.114542054771008j,2.502724998,1.114542055,-0.000377049
491,1.05241222554882+1.7333940321137604j,1.052412226,1.733394032,0.000314574
492,1.7558483366587398+0.9020408869768115j,1.755848337,0.902040887,-0.000400358
493,1.12139710814097+0.5489213080825859j,1.121397108,0.548921308,-0.000815148
494,0.9806844296198174+1.1690868398282714j,0.98068443,1.16908684,0.000175605
495,1.8048662684715282+1.9859211718327345j,1.804866268,1.985921172,5.37E-05
496,0.6611121976476231+1.1579338900403817j,0.661112198,1.15793389,0.000548537
497,2.8448810917735914+2.2055495040375046j,2.844881092,2.205549504,-0.00012247
498,2.9111803825107527+0.9819560293080769j,2.911180383,0.981956029,-0.000434361
499,2.0912921602063363+1.7899442988413896j,2.09129216,1.789944299,-8.58E-05
500,2.7915188724063142+1.549832384119806j,2.791518872,1.549832384,-0.000276191
501,1.3024228468410388+2.9786644133091316j,1.302422847,2.978664413,0.000356973
502,2.1510503078436036+0.57272155226985j,2.151050308,0.572721552,-0.000544299
503,0.3932949218219959+2.9943943521458225j,0.393294922,2.994394352,0.000563394
504,2.9938927229251497+0.6073200659274723j,2.993892723,0.607320066,-0.000521397
505,2.7594200895999856+2.5089890468272658j,2.75942009,2.508989047,-4.59E-05
506,2.860290654317178+0.5402475775689334j,2.860290654,0.540247578,-0.000537215
507,1.6203214784341688+1.9054606439199686j,1.620321478,1.905460644,9.47E-05
508,1.790904252171399+1.7115437753361449j,1.790904252,1.711543775,-2.69E-05
509,2.3343336451469385+1.5058116823334489j,2.334333645,1.505811682,-0.000228593
510,1.9801151270657793+0.8042944705911492j,1.980115127,0.804294471,-0.00046062
511,2.21068970145133+0.6052295266863229j,2.210689701,0.605229527,-0.00053277
512,1.529878081719719+1.1201095749250256j,1.529878082,1.120109575,-0.000222664
513,1.8872400617946057+1.8948873841117746j,1.887240062,1.894887384,2.28E-06
514,2.6027024260912226+2.8514561315922244j,2.602702426,2.851456132,4.35E-05
515,2.2959505910051416+0.6389201862990312j,2.295950591,0.638920186,-0.000521086
516,0.48144787791111365+1.236660360785994j,0.481447878,1.236660361,0.000863911
517,1.1106164806746923+0.6813710724524789j,1.110616481,0.681371072,-0.000531232
518,0.7889441621219208+1.6984866163767032j,0.788944162,1.698486616,0.000457341
519,0.44948685611111416+1.2491892265672622j,0.449486856,1.249189227,0.000914733
520,2.8753760231940397+1.0435346907242664j,2.875376023,1.043534691,-0.0004175
521,1.3630791464626046+0.6246388753937839j,1.363079146,0.624638875,-0.000558715
522,0.217585630625603+2.8465268027539077j,0.217585631,2.846526803,0.000626949
523,2.4212212398106474+1.5704395346354505j,2.42122124,1.570439535,-0.000221697
524,2.4379144825449197+2.3641060336187465j,2.437914483,2.364106034,-1.54E-05
525,2.727272145793124+1.924041377218416j,2.727272146,1.924041377,-0.000170326
526,2.5708603476284697+1.3272279607680901j,2.570860348,1.327227961,-0.000316643
527,0.5043682774906444+2.7621076384142156j,0.504368277,2.762107638,0.000546756
528,2.3671109792843454+1.3548798665961326j,2.367110979,1.354879867,-0.0002841
529,1.4042826331329867+2.766886749043887j,1.404282633,2.766886749,0.000313367
530,2.6219813914696113+0.5816652850276348j,2.621981391,0.581665285,-0.000531704
531,2.526910952534288+2.684086588182254j,2.526910953,2.684086588,2.93E-05
532,2.9828782928482993+2.8031760909841044j,2.982878293,2.803176091,-2.90E-05
533,1.0147879526855794+2.2961194913013925j,1.014787953,2.296119491,0.000395931
534,0.6103773475242625+0.19459776194032763j,0.610377348,0.194597762,-0.00103694
535,0.04038485357737376+2.2557000423592113j,0.040384854,2.255700042,0.000868674
536,2.259959554982903+2.001242031813839j,2.259959555,2.001242032,-6.40E-05
537,0.3714911868243981+0.999135589118219j,0.371491187,0.999135589,0.001328656
538,0.9202385240397092+0.46123310333546197j,0.920238524,0.461233103,-0.001330128
539,0.5350378981327417+1.395595096894286j,0.535037898,1.395595097,0.000654564
540,1.2650005086895337+1.9131503985109424j,1.265000509,1.913150399,0.000243964
541,1.6649910662833087+1.158041885753585j,1.664991066,1.158041886,-0.00023952
542,2.4741686805939396+0.05888689970433525j,2.474168681,0.0588869,-0.000798194
543,1.9337250553054286+0.982858780675999j,1.933725055,0.982858781,-0.000378282
544,1.9155898966877403+2.526550216540652j,1.915589897,2.526550217,0.000139888
545,2.9818644495094557+2.254086749351977j,2.98186445,2.254086749,-0.000132301
546,1.6622196541688672+2.491854544099871j,1.662219654,2.491854544,0.000204972
547,1.743552026259402+1.03801639434081j,1.743552026,1.038016394,-0.000324367
548,2.6211198414440924+0.14321593926999476j,2.621119841,0.143215939,-0.00071162
549,2.120335630941436+0.47040199467281174j,2.120335631,0.470401995,-0.00057584
550,0.7094751986706529+1.485098045472732j,0.709475199,1.485098045,0.000498696
551,0.426840998316519+1.6912568558805585j,0.426840998,1.691256856,0.000699251
552,2.403801873451301+0.2274560381014541j,2.403801873,0.227456038,-0.000696674
553,2.2053021550733076+2.2018800561018734j,2.205302155,2.201880056,-8.09E-07
554,1.487744948531748+2.7193819325918565j,1.487744949,2.719381933,0.000285373
555,2.0493661882571286+1.4452181234977042j,2.049366188,1.445218123,-0.00019726
556,2.908945853607922+1.1360283193739864j,2.908945854,1.136028319,-0.000395242
557,0.34752725467436807+2.030182681305737j,0.347527255,2.030182681,0.000682805
558,2.119491670879292+1.2881701368694913j,2.119491671,1.288170137,-0.000272244
559,1.3640365004796478+0.903928086930979j,1.3640365,0.903928087,-0.000335672
560,1.6034013344974833+1.62858198350279j,1.603401334,1.628581984,9.80E-06
561,1.9076178724218473+2.3679940632213836j,1.907617872,2.367994063,0.00011235
562,0.5468444504419083+0.8183389931117916j,0.54684445,0.818338993,0.001403673
563,1.234682982770944+1.1242824976191326j,1.234682983,1.124282498,-8.21E-05
564,0.04959066186182348+0.8373510535505901j,0.049590662,0.837351054,0.001528285
565,0.7402725812077058+1.236193992509281j,0.740272581,1.236193993,0.000468061
566,1.125788297346685+0.11469171426122293j,1.125788297,0.114691714,-0.001398196
567,2.6158428871928674+0.8048689610050797j,2.615842887,0.804868961,-0.000473859
568,0.010978018992636507+1.9668246330454755j,0.010978019,1.966824633,0.000988064
569,2.3476179613198602+2.337212996370045j,2.347617961,2.337212996,-2.25E-06
570,1.0188431722551816+2.4139442599892194j,1.018843172,2.41394426,0.000402122
571,2.272849388928918+0.6299351727783791j,2.272849389,0.629935173,-0.000524117
572,0.8737326347855523+1.5532434330485736j,0.873732635,1.553243433,0.000394155
573,2.8866340337247207+0.9711249423946843j,2.886634034,0.971124942,-0.000436319
574,0.5835792536545035+2.9178220843200626j,0.583579254,2.917822084,0.000527193
575,0.24413561578829368+1.9315507397590095j,0.244135616,1.93155074,0.000811056
576,0.29130150871048377+0.5441884289017958j,0.291301509,0.544188429,0.0007367
577,0.11030982324826566+2.2992008825062755j,0.110309823,2.299200883,0.000807366
578,1.387493589336792+1.4552706568461589j,1.387493589,1.455270657,3.35E-05
579,0.22505617626418328+2.174403079327369j,0.225056176,2.174403079,0.000753126
580,2.8578069981425442+2.2694385397468393j,2.857806998,2.26943854,-0.000110688
581,1.7705009622175094+2.0059642308102115j,1.770500962,2.005964231,7.02E-05
582,1.8489978295796534+0.2968282028960948j,1.84899783,0.296828203,-0.00078946
583,1.635229248328966+1.5131576705862435j,1.635229248,1.513157671,-4.97E-05
584,0.9695293234439628+0.22244681912557063j,0.969529323,0.222446819,-0.00146201
585,1.3821947358686002+0.10214229081540604j,1.382194736,0.102142291,-0.001224518
586,1.4679253646475459+1.321966604509604j,1.467925365,1.321966605,-7.46E-05
587,0.5944018341861698+0.31940984193317323j,0.594401834,0.319409842,-0.000886127
588,2.6598899147287884+2.3933363388221167j,2.659889915,2.393336339,-5.17E-05
589,1.1044152180769293+1.8669114992653477j,1.104415218,1.866911499,0.000311087
590,0.010434446553515109+0.5285087568492848j,0.010434447,0.528508757,0.000936858
591,2.449083057674688+0.5544498795510581j,2.449083058,0.55444988,-0.000541838
592,0.42303634296060133+2.6224777304362044j,0.423036343,2.62247773,0.000568028
593,1.5898524869190847+1.4149504029531448j,1.589852487,1.414950403,-7.73E-05
594,2.296754982564723+1.6472323485610998j,2.296754983,1.647232349,-0.000175892
595,2.663785506606559+0.17669923313819813j,2.663785507,0.176699233,-0.000681941
596,2.5492336690541215+1.4626324676352491j,2.549233669,1.462632468,-0.000272934
597,2.0356181211712063+1.0817013142779923j,2.035618121,1.081701314,-0.00034565
598,2.1193864630619843+2.1776119805699383j,2.119386463,2.177611981,1.43E-05
599,1.7891036811163292+2.614367226356401j,1.789103681,2.614367226,0.000188216
600,2.783260249491571+1.8922293198026412j,2.783260249,1.89222932,-0.000186399
601,2.5590085182102342+1.9215304494090368j,2.559008518,1.921530449,-0.000143958
602,1.896134014823346+1.9277365246214941j,1.896134015,1.927736525,9.28E-06
603,2.0540192753129105+0.5153688071873743j,2.054019275,0.515368807,-0.000565597
604,1.9170777406424102+0.40419721017657684j,1.917077741,0.40419721,-0.000655191
605,1.9154022289582424+0.18220996821521152j,1.915402229,0.182209968,-0.000872773
606,1.271179000983535+0.7280057952992093j,1.271179001,0.728005795,-0.000481448
607,2.413439946807876+1.1926586413066997j,2.413439947,1.192658641,-0.000344144
608,2.690700199844205+0.009063551583886387j,2.6907002,0.009063552,-0.000780877
609,1.2398279644785513+2.8624099597077306j,1.239827964,2.86240996,0.000365488
610,1.5977602640680544+0.6431538619322564j,1.597760264,0.643153862,-0.000534716
611,1.5768833571763405+0.4763569572167259j,1.576883357,0.476356957,-0.000674474
612,1.0731343882540583+1.7189371288138617j,1.073134388,1.718937129,0.000300217
613,1.7903848350890097+0.7292234467409504j,1.790384835,0.729223447,-0.000489848
614,1.8868151927868013+1.489670731475312j,1.886815193,1.489670731,-0.000140315
615,1.6471725004670712+0.7527582499885024j,1.6471725,0.75275825,-0.000475341
616,0.7426571486203182+2.8158540228481455j,0.742657149,2.815854023,0.000491582
617,0.45822386876367005+1.8214416905755944j,0.458223869,1.821441691,0.000619628
618,2.6287721188346582+2.864814041524128j,2.628772119,2.864814042,4.09E-05
619,2.006493210272895+2.4035746252352603j,2.00649321,2.403574625,9.29E-05
620,1.4266094211774845+0.406773028347584j,1.426609421,0.406773028,-0.000854576
621,2.4419135061792545+0.632468302219025j,2.441913506,0.632468302,-0.000521129
622,0.12120946653282327+2.540693944658106j,0.121209467,2.540693945,0.000742276
623,2.3544269204370143+0.7032845105846518j,2.35442692,0.703284511,-0.000501263
624,1.796447895261121+0.9206018894830809j,1.796447895,0.920601889,-0.000394645
625,1.8534972621736299+1.907223997624126j,1.853497262,1.907223998,1.62E-05
626,0.3086901927621961+2.0236843749362623j,0.308690193,2.023684375,0.000721528
627,1.7347888450910982+0.17487036824487945j,1.734788845,0.174870368,-0.000956192
628,1.7333615163407727+2.2718783832397516j,1.733361516,2.271878383,0.000143926
629,0.965563306330519+1.2372770563267856j,0.965563306,1.237277056,0.000230518
630,1.1017817046029017+0.26085787245521663j,1.101781705,0.260857872,-0.001322449
631,2.654993576367337+1.5258695564051004j,2.654993576,1.525869556,-0.000267246
632,0.4385848476790867+0.1822920454684418j,0.438584848,0.182292045,-0.000565503
633,0.3687318263973083+2.010868033348233j,0.368731826,2.010868033,0.000667108
634,0.9844578846787024+0.36684442522304017j,0.984457885,0.366844425,-0.001352373
635,1.0475047719485127+2.7579881029748723j,1.047504772,2.757988103,0.000411462
636,2.3405168240580627+1.7953465700825024j,2.340516824,1.79534657,-0.000138915
637,0.3013076911493089+1.187294425605202j,0.301307691,1.187294426,0.001197392
638,0.11824446445496595+2.0061987686909815j,0.118244464,2.006198769,0.000892482
639,1.0825066406441526+0.6306418576839661j,1.082506641,0.630641858,-0.000592962
640,0.3225307513733209+2.1513219347050647j,0.322530751,2.151321935,0.000675797
641,0.36911395418599435+0.041423041164631025j,0.369113954,0.041423041,-0.000570867
642,0.7361182113503786+0.43130396945393534j,0.736118211,0.431303969,-0.001430037
643,2.36547387707908+1.6547345661786825j,2.365473877,1.654734566,-0.000186101
644,1.3036006247143348+2.243682878408637j,1.303600625,2.243682878,0.000285245
645,1.4062806137381432+2.918212245919262j,1.406280614,2.918212246,0.000326046
646,1.7193580566211644+1.1488847678034713j,1.719358057,1.148884768,-0.000258366
647,0.5291022040897141+0.011209579714411166j,0.529102204,0.01120958,-0.000937701
648,0.3182092494013764+2.498019643799057j,0.318209249,2.498019644,0.000611397
649,2.422638001762291+1.4925491573136895j,2.422638002,1.492549157,-0.000246534
650,0.4233313906412557+0.39036054232214423j,0.423331391,0.390360542,-0.000100873
651,2.892612231229109+1.0931567544817442j,2.892612231,1.093156754,-0.000405476
652,1.1007048317677075+2.5381775919006397j,1.100704832,2.538177592,0.00038384
653,2.706478864603157+0.24975721545512286j,2.706478865,0.249757215,-0.00062686
654,0.1822704310564992+0.4626897145733633j,0.182270431,0.462689715,0.000630027
655,0.6746147082815057+1.9530471799999922j,0.674614708,1.95304718,0.000513002
656,0.45388917116336724+0.36599520385810635j,0.453889171,0.365995204,-0.00026919
657,1.7758466147721008+2.0260590065569j,1.775846615,2.026059007,7.37E-05
658,2.8971043577707882+2.9522567433833355j,2.897104358,2.952256743,8.79E-06
659,2.761984638009787+0.9041672826995895j,2.761984638,0.904167283,-0.000450068
660,2.7218282208086477+2.4888875657120386j,2.721828221,2.488887566,-4.33E-05
661,0.12971273364017966+1.843873386166599j,0.129712734,1.843873386,0.000946734
662,1.76973583324585+0.9481592821973656j,1.769735833,0.948159282,-0.000377141
663,2.442374940482948+0.3346995649232022j,2.44237494,0.334699565,-0.00060799
664,2.6535140816303087+1.7928913434785287j,2.653514082,1.792891343,-0.000193111
665,0.3873192500722735+1.056142816790913j,0.38731925,1.056142817,0.001234598
666,0.36333433787402414+2.6975852073085664j,0.363334338,2.697585207,0.00057788
667,0.20583690963897983+0.359577691917659j,0.20583691,0.359577692,0.000327859
668,0.5672536490415024+0.38781141516715745j,0.567253649,0.387811415,-0.000669862
669,0.44154440591158417+2.541071836865309j,0.441544406,2.541071837,0.000566582
670,0.7438316186501188+1.136677396629024j,0.743831619,1.136677397,0.000455985
671,0.949656786124484+1.4254518566867356j,0.949656786,1.425451857,0.000313951
672,0.9269370062340583+0.8816989791265677j,0.926937006,0.881698979,-8.07E-05
673,2.177099800619114+2.6882366080635265j,2.177099801,2.688236608,0.000103618
674,2.96204172413977+2.935934158805272j,2.962041724,2.935934159,-4.12E-06
675,1.9229574327543943+0.9007553101052056j,1.922957433,0.90075531,-0.000415265
676,1.257133961805187+0.7948083367119305j,1.257133962,0.794808337,-0.000415325
677,2.7496938378323144+2.156156599804026j,2.749693838,2.1561566,-0.000118523
678,2.399574651478927+2.915433986957032j,2.399574651,2.915433987,9.27E-05
679,0.6738810600246656+0.8960669488078081j,0.67388106,0.896066949,0.000579875
680,0.02726494592004991+0.4384815340596099j,0.027264946,0.438481534,0.000731646
681,2.609720965126395+0.9428942463549843j,2.609720965,0.942894246,-0.000434797
682,1.5365842777921357+0.08137890149544924j,1.536584278,0.081378901,-0.001142859
683,2.052741177390696+2.670268201708207j,2.052741177,2.670268202,0.000129755
684,0.8865301064429013+0.7388841890695763j,0.886530106,0.738884189,-0.000406026
685,0.031131587330142763+0.8027289515090626j,0.031131587,0.802728952,0.001469737
686,2.3377619390927578+1.6814934215362567j,2.337761939,1.681493422,-0.000172782
687,1.0687040020433325+2.5148022987192467j,1.068704002,2.514802299,0.0003923
688,2.757268067929877+2.0493226554336017j,2.757268068,2.049322655,-0.00014448
689,1.2885391046019172+1.8809833588852798j,1.288539105,1.880983359,0.000226206
690,2.070144288261429+0.05846789029699673j,2.070144288,0.05846789,-0.000915416
691,0.9355695019929281+2.651846848008668j,0.935569502,2.651846848,0.000438333
692,2.8459167437539645+2.5276918383223608j,2.845916744,2.527691838,-5.67E-05
693,2.286194707086038+0.1486081692781549j,2.286194707,0.148608169,-0.000782943
694,0.5276165693107693+2.1848261022884645j,0.527616569,2.184826102,0.000556753
695,0.5289348488791534+2.946776333661571j,0.528934849,2.946776334,0.000538152
696,2.24789349792953+0.4673115909846509j,2.247893498,0.467311591,-0.000571048
697,2.0027298299917935+2.494105374963306j,2.00272983,2.494105375,0.000111333
698,0.806728662193976+1.9253569747814656j,0.806728662,1.925356975,0.000457724
699,2.2303140680140876+1.2086379872025872j,2.230314068,1.208637987,-0.000318633
700,0.4789555342987768+1.1096809268807997j,0.478955534,1.109680927,0.00100054
701,2.6724666519321505+0.561850446728773j,2.672466652,0.561850447,-0.00053558
702,2.0985094897972854+0.4934954582433858j,2.09850949,0.493495458,-0.000570198
703,0.6473561822818671+1.848870250918834j,0.647356182,1.848870251,0.000525596
704,2.684533264795549+0.5538754670586779j,2.684533265,0.553875467,-0.00053722
705,1.640475088637925+2.550400008487827j,1.640475089,2.550400008,0.000220249
706,0.8202672280441325+0.565623607942407j,0.820267228,0.565623608,-0.001359145
707,2.931184567982612+0.9954448134921924j,2.931184568,0.995444813,-0.00043164
708,1.7615867150540325+0.16857082736901352j,1.761586715,0.168570827,-0.000949388
709,2.346953414068913+1.0909222170241528j,2.346953414,1.090922217,-0.000372986
710,0.5917698185331257+2.1248022616871305j,0.591769819,2.124802262,0.000539016
711,2.571808879425042+1.934508732007898j,2.571808879,1.934508732,-0.000142769
